Teste 1
10 5955 s

11 5808 x

12 5746 n

13 5685 k

14 5647 h

15 5611 c

16 5601 r

17 5442 l

18 5398 l

19 5356 n

20 5355 q

21 5317 l

22 5273 v

23 5221 r

24 5219 u

25 5187 f

26 5183 k

27 5151 w

28 5071 f

29 5063 d

30 5024 l

30 5024 o

32 4948 x

33 4936 t

34 4917 j

35 4847 j

36 4841 w

37 4756 d

38 4743 m

39 4731 v

40 4723 l

41 4696 o

42 4660 z

43 4630 x

44 4594 k

45 4587 p

46 4553 l

47 4524 d

48 4510 t

49 4453 k

50 4379 g

51 4375 t

52 4237 p

53 4233 c

54 4217 c

54 4217 c

56 4216 c

57 4212 r

58 4211 c

59 4187 b

59 4187 w

61 4184 d

62 4180 f

63 4142 n

64 4116 l

65 4100 g

66 4093 g

67 4056 k

68 3919 v

69 3915 p

70 3900 t

71 3820 c

72 3759 d

73 3705 m

74 3647 h

75 3644 i

76 3623 b

77 3587 q

78 3566 h

79 3562 n

80 3538 q

81 3422 n

82 3390 z

83 3320 s

84 3284 g

85 3283 x

86 3263 e

87 3028 m

88 2916 d

89 2832 i

90 2461 t


Teste 31
1 7145 h

2 6560 f

3 6537 e

4 6531 n

5 6456 k

6 6356 g

7 6144 a

8 6080 z

9 6038 z

10 5788 k

11 5755 s

12 5720 h

13 5641 x

14 5560 s

15 5502 g

16 5493 l

17 5481 f

18 5411 m

19 5337 p

20 5247 l

21 5127 p

22 5103 t

23 5102 r

24 5078 c

25 5032 i

26 5010 g

27 4964 c

28 4933 x

29 4926 j

30 4899 q

31 4879 p

32 4875 d

33 4825 e

34 4785 p

35 4768 x

36 4692 r

37 4641 e

38 4491 w

39 4488 b

40 4431 t

41 4424 b

42 4409 g

43 4382 j

44 4381 w

45 4314 r

46 4241 b

47 4230 r

48 4222 q

49 4187 l

50 4180 z

51 4178 v

52 4175 b

53 4146 y

53 4146 z

55 4128 w

56 4095 t

57 4045 j

58 4041 m

59 4032 i

60 4031 w

61 4020 k

62 3917 n

63 3847 a

64 3840 s

65 3822 f

66 3818 j

67 3802 a

68 3798 g

69 3782 d

70 3697 n

71 3680 u

72 3613 j

73 3559 c

74 3501 y

75 3492 p

76 3479 y

77 3471 v

78 3421 o

79 3388 l

80 3384 u

81 3199 j

82 3168 l

83 3137 r

84 2789 u

85 2536 d

86 2485 j

87 2414 m

88 2356 p

89 1999 s

90 1872 g


Teste 32
1 6569 i

2 6458 t

3 6317 h

4 6106 d

5 5993 m

6 5963 l

7 5930 f

8 5900 p

9 5897 v

10 5738 h

11 5728 k

12 5725 p

13 5578 o

14 5545 n

15 5501 a

16 5460 w

17 5400 c

17 5400 g

19 5329 p

20 5326 o

21 5296 f

22 5292 u

23 5214 j

24 5197 u

25 5175 x

26 5174 o

27 5093 l

28 5052 b

29 5032 z

30 4935 t

31 4889 l

32 4885 t

33 4828 v

34 4765 j

35 4718 h

36 4687 o

37 4668 k

38 4619 q

39 4574 z

40 4554 q

41 4548 c

42 4515 d

43 4508 k

44 4489 o

45 4480 x

46 4459 v

47 4427 m

48 4409 p

49 4382 r

50 4368 m

51 4359 q

52 4335 w

53 4333 e

54 4328 p

55 4278 s

56 4242 t

57 4240 l

58 4208 r

59 4189 u

60 4156 f

61 4119 l

62 4067 z

63 4052 j

64 4036 g

65 4033 o

66 3982 w

67 3978 s

68 3869 b

69 3861 k

70 3853 b

71 3847 j

72 3824 t

73 3819 d

74 3724 t

75 3721 s

75 3721 v

77 3689 y

78 3623 u

79 3585 j

80 3565 h

81 3552 n

82 3502 z

83 3411 z

84 3124 k

85 3110 p

86 2984 v

87 2968 z

88 2771 t

89 2444 o

90 2308 q


Teste 33
1 7589 m

2 7075 y

3 7043 f

4 6743 e

5 6542 f

6 6299 r

7 6180 c

8 5855 w

9 5758 b

10 5691 m

11 5606 s

12 5549 o

13 5493 b

13 5493 n

15 5481 w

16 5428 j

17 5398 q

18 5386 z

19 5271 r

20 5265 w

21 5263 h

22 5260 u

23 5233 n

23 5233 o

25 5215 z

26 5104 q

27 5065 k

28 5063 y

29 5029 w

30 5017 v

31 4990 s

32 4968 z

33 4952 c

34 4946 p

35 4932 o

36 4896 z

37 4880 m

38 4857 a

39 4810 c

40 4697 o

41 4687 n

42 4620 m

43 4569 f

44 4556 j

45 4513 d

46 4504 e

47 4503 y

48 4410 g

49 4408 l

50 4368 f

51 4345 x

52 4303 k

52 4303 m

54 4288 e

55 4285 b

56 4259 h

57 4244 q

58 4230 p

59 4226 k

60 4213 j

61 4205 y

62 4191 w

63 4131 z

64 4024 a

65 4021 t

66 4011 w

67 3997 q

68 3987 d

69 3944 d

70 3911 j

71 3870 z

72 3849 q

73 3848 s

74 3809 p

75 3774 j

76 3768 i

77 3597 g

78 3542 a

79 3533 m

80 3509 j

81 3372 z

82 3359 j

83 3336 i

84 3225 u

85 3198 q

86 3057 h

87 3046 e

88 3021 p

89 2815 c

90 2403 c


Teste 34
1 6945 y

2 6862 h

3 6328 k

4 6111 c

5 5832 l

6 5690 s

7 5602 m

8 5601 f

9 5579 s

10 5557 w

11 5522 v

12 5483 u

13 5450 e

14 5434 y

15 5390 q

16 5330 a

17 5202 f

18 5196 s

19 5151 p

20 5136 g

21 5126 y

22 5056 z

23 5009 r

24 4884 m

25 4832 v

26 4821 a

27 4818 c

28 4797 f

29 4751 s

30 4724 n

31 4715 z

32 4659 y

33 4639 n

34 4627 m

35 4612 k

36 4606 j

37 4588 c

38 4587 q

39 4564 t

40 4547 i

41 4540 q

42 4533 l

43 4488 g

44 4484 y

45 4467 e

46 4459 g

47 4456 w

48 4440 b

49 4432 d

50 4404 s

51 4364 t

52 4346 l

53 4306 l

54 4303 n

55 4291 g

56 4229 q

57 4156 x

58 4151 n

59 4051 v

60 4050 t

61 4015 j

62 4013 u

63 3884 b

64 3774 k

65 3751 k

66 3744 n

67 3672 t

68 3671 e

68 3671 t

70 3641 f

71 3595 j

72 3588 j

73 3551 q

74 3548 k

75 3535 n

76 3521 p

77 3448 m

78 3434 q

79 3417 b

80 3414 r

81 3300 p

82 3163 b

83 3141 k

84 3080 h

85 3037 b

86 2996 u

87 2884 f

88 2355 e

89 2116 m

90 2099 a


Teste 35
1 6905 e

2 6887 g

3 6636 o

4 6249 v

5 6235 z

6 6191 x

7 6139 n

8 6054 r

9 5848 l

10 5776 y

11 5749 i

12 5621 b

13 5570 d

14 5551 a

15 5550 x

16 5540 e

17 5441 n

18 5425 n

19 5416 q

20 5287 x

21 5269 i

22 5206 v

23 5191 f

24 5190 i

25 5168 o

26 5123 d

27 5105 a

28 5104 j

29 5096 c

30 5066 v

31 5052 j

32 5016 g

33 5008 z

34 5007 o

35 4971 d

36 4963 h

37 4942 y

38 4896 w

39 4856 s

40 4849 d

41 4840 z

42 4743 s

43 4709 y

44 4624 d

45 4542 v

46 4537 u

47 4526 l

48 4519 e

49 4498 j

50 4463 k

51 4445 h

52 4440 m

53 4395 u

54 4380 y

55 4369 q

56 4279 a

57 4261 m

58 4258 o

59 4252 m

60 4169 s

61 4150 m

62 4147 a

63 4146 k

64 4143 y

65 4089 w

66 3952 n

67 3941 y

68 3
