Teste 1
15 5668 d
16 5601 w
17 5547 p
18 5507 r
19 5451 a
20 5406 m
21 5381 y
22 5355 w
23 5353 k
24 5335 p
25 5304 j
26 5265 z
27 5180 u
28 5147 g
29 5122 w
30 5105 k
31 5093 u
32 5071 e
33 5052 x
34 5050 f
35 5039 i
36 5036 o
37 5030 g
38 5018 y
39 5010 u
40 4989 m
41 4914 q
42 4903 w
43 4871 u
44 4855 s
45 4784 w
46 4719 m
47 4683 u
48 4487 q
49 4479 v
50 4433 s
51 4402 q
52 4359 n
53 4336 x
54 4311 n
55 4302 i
56 4293 w
57 4261 p
58 4077 r
59 4014 f
60 3885 i
61 3704 i
62 3685 j
63 3556 x
64 3463 c
65 3310 y
66 3149 v
67 2943 b

Teste 138
1 6667 z
2 6554 h
3 6403 l
4 6194 u
5 5964 c
6 5948 d
7 5608 h
8 5607 c
9 5567 r
10 5549 c
11 5517 j
12 5459 r
13 5366 a
14 5147 h
15 5083 f
16 4527 o
17 4181 u
18 4134 e
19 3640 g

Teste 139
1 6632 v
2 6351 d
3 6145 w
4 5676 y
5 5563 q
6 5503 q
7 5281 n
8 5265 m
9 5178 p
10 4662 i
11 4434 r
12 4253 o
13 4199 s
14 4153 i
15 3784 g
16 3779 w
17 3498 w
18 3233 t
19 3182 v

Teste 140
1 6935 y
2 6872 k
3 6479 x
4 6325 l
5 6031 j
6 5830 j
7 5639 q
8 5403 j
9 5359 c
10 5236 z
11 5182 w
12 5173 x
13 5172 o
14 5152 e
15 5150 d
16 5071 m
17 5000 g
18 4989 a
19 4954 i
20 4899 g
21 4847 d
22 4833 s
23 4809 x
24 4754 f
25 4591 o
26 4579 r
27 4559 r
28 4512 e
29 4495 b
30 4450 h
31 4379 d
32 4376 v
33 4342 b
34 4316 t
35 4286 z
36 4202 a
37 4169 a
38 4094 i
39 3974 a
40 3945 m
41 2576 y

Teste 141
1 5039 x

Teste 142
1 6858 u
2 6624 x
3 6471 a
4 6451 h
5 6258 h
6 6210 o
7 6107 j
8 6096 d
9 5990 f
10 5975 f
11 5959 p
12 5816 e
13 5776 i
14 5751 c
15 5737 t
16 5692 k
17 5642 q
18 5453 f
19 5269 c
20 5252 v
21 5225 j
22 5214 d
23 5165 b
24 5158 l
25 5146 n
26 5052 g
27 5046 b
28 4955 i
29 4927 i
30 4881 o
31 4861 q
32 4788 z
33 4761 v
34 4715 s
35 4685 e
36 4673 a
37 4669 a
38 4618 s
39 4611 z
40 4608 n
41 4604 u
42 4518 c
43 4514 f
44 4434 h
45 4421 i
46 4338 a
47 4314 j
48 4260 u
49 4236 f
49 4236 g
51 4230 x
52 4228 b
53 4126 i
54 4100 u
55 3829 n
56 3801 j
57 3726 f
58 3538 q
59 3362 m
60 3185 j
61 3107 s
62 3098 h

Teste 143
1 6677 i
2 5983 s
3 5939 u
4 5752 r
5 5659 p
6 5403 w
7 5316 g
8 5306 r
9 5296 a
10 5285 m
11 5184 s
12 5067 d
13 4922 l
14 4910 l
15 4745 b
16 4441 c
17 4373 t
18 4241 v
19 4223 h
20 4171 j
21 3870 f
22 3785 r
23 3607 w

Teste 144
1 7422 z
2 7089 s
3 6629 y
4 6449 k
5 6430 r
6 6295 a
7 6248 a
8 6177 n
9 6117 b
10 6049 z
11 6040 c
12 6019 l
13 6008 c
14 5966 w
15 5962 o
16 5898 o
17 5817 u
18 5719 v
19 5704 v
20 5530 f
21 5466 a
21 5466 x
23 5459 x
24 5456 y
25 5371 q
26 5271 j
27 5223 b
28 5215 b
29 5206 x
30 5195 z
31 5148 e
32 5146 k
33 5137 e
34 5071 f
35 5069 h
36 5014 r
37 4973 s
38 4968 g
39 4934 x
40 4922 y
41 4871 j
42 4764 h
43 4761 d
44 4744 d
45 4742 u
46 4726 q
47 4710 o
48 4636 x
49 4619 t
50 4512 a
51 4473 k
52 4409 y
53 4389 j
54 4362 f
55 4341 b
56 4307 j
57 4287 c
58 4212 e
59 4178 m
60 4166 d
61 4109 a
62 4082 s
63 4034 g
64 4031 s
65 4009 d
66 3992 y
67 3947 f
68 3902 p
69 3890 o
70 3751 n
71 3272 u
72 3211 e
73 2564 t

Teste 145
1 7460 r
2 7003 k
3 6685 k
4 6611 n
5 6589 y
6 6455 c
7 6450 c
8 6362 v
9 6354 o
10 6280 j
11 6265 a
12 6076 s
13 6029 o
14 5979 g
15 5849 s
16 5769 x
17 5751 u
18 5737 q
19 5699 u
20 5693 a
21 5604 h
22 5524 c
23 5383 i
24 5323 s
25 5239 r
26 5218 k
27 5071 d
28 5035 e
29 5031 q
30 4997 d
31 4993 r
32 4928 k
33 4918 b
34 4875 f
35 4782 o
36 4766 a
37 4759 l
38 4737 v
39 4639 d
40 4623 t
41 4548 t
42 4412 b
43 4362 n
44 4314 i
45 4288 t
46 4172 i
47 4157 o
48 4076 c
49 3996 d
50 3983 x
51 3933 m
52 3898 s
53 3896 c
54 3807 m
55 3759 r
56 3718 q
57 3527 d
57 3527 k
59 3520 u
60 3368 k
61 3312 d
62 3232 z

Teste 146
1 7462 e
2 6989 j
3 6498 k
4 6275 d
5 5997 x
6 5978 p
7 5899 l
8 5863 q
9 5725 s
10 5691 z
11 5679 o
12 5675 g
13 5664 l
14 5576 t
15 5526 w
16 5500 q
17 5411 n
18 5392 n
19 5354 t
20 5058 d
21 5055 i
22 4995 j
23 4913 r
24 4855 f
25 4760 p
26 4740 u
27 4738 k
28 4696 m
29 4669 k
30 4603 k
31 4543 w
32 4421 p
33 4345 u
34 4293 x
35 4229 h
36 4222 b
37 4026 k
38 3930 x
39 3722 z
40 3674 y
41 3546 t
42 3498 l
43 3437 q
44 3366 w

Teste 147
1 5750 s
2 5445 g

Teste 148
1 6605 b
2 6538 u
3 6413 l
4 6407 v
5 6289 j
6 6281 u
7 6154 y
8 6150 w
9 6149 a
10 6098 d
11 6083 k
12 6026 f
13 5992 f
14 5987 t
15 5899 n
16 5850 q
17 5832 w
18 5815 r
19 5763 u
20 5750 z
21 5744 s
22 5687 n
23 5673 i
24 5593 u
25 5589 n
26 5530 n
27 5475 u
28 5459 v
29 5441 l
30 5336 q
31 5316 m
32 5300 h
33 5299 g
33 5299 y
35 5278 t
36 5243 n
37 5181 p
38 5166 k
39 5157 f
40 5154 v
41 5145 e
42 5134 o
43 5105 f
44 5094 a
45 5051 b
46 5014 i
47 4876 s
48 4853 r
49 4847 z
50 4818 x
51 4817 q
52 4782 w
53 4775 x
54 4769 r
55 4705 u
56 4691 w
57 4663 h
58 4597 l
59 4574 d
60 4540 a
61 4499 r
62 4493 u
63 4442 w
64 4430 h
65 4411 w
66 4391 k
67 4376 r
68 4350 p
69 4304 a
70 4277 z
71 4207 i
72 4098 z
73 4048 f
74 3902 c
75 3871 t
76 3826 x
77 3804 z
78 3722 f
79 3674 s
80 3646 z
81 3622 c
82 3439 q
83 3086 l
84 3075 q
85 2976 i
86 2927 c

Teste 149
1 5641 v
2 5423 q
3 5366 k
4 5251 r
5 5089 m
6 4979 b
7 4903 u
8 4865 u
9 4856 l
10 4627 z
11 4241 a
12 4212 f
13 3721 u
14 2959 s

Teste 150
1 7030 p
2 6928 j
3 6879 b
4 6745 a
5 6527 p
6 6460 d
7 6441 r
8 6319 j
9 6232 b
10 6216 t
11 6112 d
12 6094 y
13 6052 t
14 5964 g
15 5960 t
16 5922 o
17 5886 y
18 5854 x
19 5820 e
20 5793 b
21 5787 s
22 5759 m
23 5735 z
24 5618 d
25 5554 e
26 5537 r
27 5491 v
28 5482 c
29 5430 t
30 5422 x
31 5421 u
32 5407 n
33 5369 v
34 5270 j
35 5238 y
36 5220 s
37 5187 x
38 5148 w
39 5066 x
40 5064 d
41 5051 z
42 5032 x
43 5030 y
44 4993 o
45 4907 z
46 4902 y
47 4899 s
48 4859 n
49 4855 m
50 4853 e
51 4819 a
52 4757 h
53 4744 t
54 4711 o
55 4706 o
56 4655 b
57 4639 g
58 4547 d
59 4520 l
60 4458 n
61 4451 u
62 4447 o
63 4420 c
64 4386 o
65 4384 j
66 4371 z
67 4358 p
68 4293 u
69 4280 d
70 4245 w
71 4231 b
72 4140 y
73 4124 b
74 4120 n
75 4118 c
76 4111 y
77 4084 l
78 4028 v
79 4020 n
80 3979 q
81 3895 n
82 3825 h
83 3819 h
84 3799 a
85 3764 k
86 3758 i
87 3699 e
88 3603 x
89 3553 p
90 3409 g
91 3081 m
92 2753 m

Teste 151
1 7125 v
2 6954 q
3 6572 d
4 6545 g
5 6287 j
6 6266 s
7 6228 p
8 6191 g
9 6190 z
10 6185 g
11 6046 z
12 6031 z
13 6006 v
14 5957 t
15 5927 u
16 5893 p
17 5788 w
18 5747 f
19 5702 k
20 5670 p
21 5663 i
22 5544 s
23 5517 x
24 5397 h
25 5171 m
26 5168 z
27 5164 d
28 5110 d
29 5071 h
30 5024 d
31 4999 q
32 4939 p
33 4913 m
34 4912 y
35 4899 l
36 4878 j
37 4837 l
38 4765 l
39 4764 r
40 4676 v
41 4637 h
42 4619 e
43 4543 x
44 4524 s
45 4518 v
46 4458 n
47 4395 s
48 4392 v
49 4372 t
50 4313 s
51 4301 b
52 4263 y
53 4245 y
54 4225 l
55 4158 x
56 4113 l
57 4110 o
58 3943 w
59 3901 j
60 3895 u
61 3894 b
62 3843 n
63 3770 c
64 3673 l
65 3567 e
66 3500 m
67 3422 w
68 3374 n
69 3257 h

Teste 152
1 7873 y
2 7356 a
3 6945 s
4 6862 g
5 6661 g
6 6637 l
7 6586 z
8 6516 e
9 6506 l
10 6473 i
11 6279 d
12 6156 k
13 6121 y
14 6005 f
15 5997 b
15 5997 j
17 5945 o
18 5889 x
19 5843 m
20 5803 e
21 5779 v
22 5778 n
23 5701 u
24 5669 a
25 5639 u
26 5631 m
27 5598 t
28 5585 r
29 5504 c
30 5494 p
31 5406 f
32 5364 m
33 5254 i
34 5106 q
35 5075 l
36 5068 z
37 5058 r
38 5042 f
39 5008 i
40 5006 v
41 5001 i
42 4988 z
43 4980 k
44 4968 h
45 4901 j
46 4892 m
47 4861 m
48 4761 t
49 4738 v
50 4705 z
51 4695 y
52 4632 a
53 4630 y
54 4600 l
55 4581 e
56 4565 k
57 4513 w
58 4422 u
59 4405 q
60 4369 m
61 4368 s
62 4298 b
63 4289 g
64 4271 z
65 4267 x
66 4231 i
67 4190 t
68 4181 o
69 4103 q
70 4086 y
71 4073 q
72 3977 f
73 3921 l
74 3902 n
75 3819 m
76 3735 a
77 3704 k
78 3642 x
79 3605 r
80 3545 v
81 3541 k
82 3538 f
83 3484 z
84 3467 b
85 3362 h
86 3305 z
87 3298 a
87 3298 d
89 3279 q
90 3068 v

Teste 153
1 6954 h
2 6938 g
3 6849 p
4 6839 h
5 6812 a
6 6652 s
7 6469 l
8 6367 q
9 6348 j
10 6318 v
11 6222 b
12 6210 r
13 6195 k
14 6164 s
15 6125 f
16 5993 f
17 5925 z
18 5883 o
19 5840 i
20 5823 x
21 5799 j
22 5791 h
23 5786 u
24 5784 e
25 5762 e
26 5726 q
27 5715 b
27 5715 n
29 5656 n
30 5639 p
31 5550 i
32 5534 n
33 5533 w
34 5501 g
35 5455 i
36 5443 c
37 5433 g
38 5428 i
39 5427 t
40 5415 q
41 5406 m
42 5401 o
43 5264 b
44 5189 w
45 5137 v
46 5135 s
47 5123 q
48 5106 w
49 5099 d
50 5063 s
51 5048 g
52 5007 o
53 4995 z
54 4973 q
55 4968 r
56 4939 d
57 4870 l
58 4869 c
59 4793 v
60 4773 d
60 4773 y
62 4768 i
63 4766 q
64 4717 c
65 4684 e
66 4670 v
67 4566 x
68 4529 v
69 4515 m
70 4512 m
71 4493 m
72 4468 q
73 4443 p
74 4423 c
75 4412 q
76 4404 w
77 4395 z
78 4384 j
79 4322 i
80 4304 s
81 4276 i
82 4212 i
83 4205 g
84 4204 r
85 4117 t
86 4074 d
87 4070 n
88 4022 u
89 3804 s
90 3798 c
91 3751 i
92 3321 w
93 3268 a
94 2923 d
95 2639 e
96 2390 f

Teste 154
1 6716 t
2 6466 x
3 6448 z
4 6287 k
5 6099 u
6 5989 e
7 5982 v
8 5976 s
9 5944 y
10 5897 q
11 5892 a
12 5808 h
13 5774 b
14 5773 e
15 5674 w
16 5646 c
17 5642 l
18 5634 q
19 5591 y
20 5529 h
21 5474 s
22 5404 p
23 5403 g
24 5356 p
25 5338 l
26 5300 d
27 5299 f
28 5269 x
29 5262 v
30 5238 t
31 5230 l
32 5180 v
33 5153 j
34 5120 t
35 5071 l
36 5031 l
37 5018 a
38 4989 m
39 4941 e
40 4919 y
41 4580 z
42 4577 w
43 4560 w
44 4553 z
45 4396 s
46 4308 b
47 4159 u
48 4106 g
49 4094 g
50 3998 p
51 3969 i
52 3768 x
53 3663 j
54 3326 q
55 3286 i

Teste 155
1 6457 u
2 5745 t
3 5693 u
4 5625 m
5 5345 c
6 5221 h
7 5161 z
8 5031 n
9 4861 q
10 4839 u
11 4538 q
12 4528 k
13 4460 x
14 4371 a
15 3622 d

Teste 156
1 7481 p
2 7248 b
3 7172 b
4 7092 w
5 7055 v
6 6633 s
7 6580 h
8 6575 y
9 6442 w
10 6437 f
11 6422 o
12 6416 y
13 6371 a
14 6338 m
15 6235 n
16 6156 e
17 6095 f
18 6031 g
19 5982 u
20 5927 u
21 5916 i
22 5902 n
23 5874 y
24 5836 c
25 5812 c
26 5721 p
27 5597 r
28 5589 c
29 5579 u
30 5545 r
31 5544 e
32 5525 s
33 5523 m
34 5475 g
35 5455 w
36 5428 s
37 5355 z
38 5323 m
39 5268 s
40 5254 b
41 5253 s
42 5192 r
42 5192 z
44 5190 s
45 5172 c
46 5110 y
47 5100 u
48 5087 t
49 5080 z
50 5077 a
51 5045 u
52 5026 o
53 5019 i
54 4988 o
55 4983 n
56 4943 s
57 4936 h
58 4900 l
59 4892 u
60 4842 z
61 4838 i
62 4764 c
63 4755 f
64 4695 k
65 4671 g
66 4637 j
67 4617 e
68 4586 w
69 4486 s
70 4427 a
71 4373 r
72 4326 g
73 4247 p
74 4178 k
75 4148 r
76 4142 p
77 4118 p
78 4084 x
79 4061 y
80 4037 n
81 3938 j
82 3899 c
83 3891 j
84 3865 v
85 3654 a
86 3548 i
87 3536 e
88 3422 k
89 3282 j
90 2899 g
91 2827 s
92 2479 i

Teste 157
1 7269 d
2 6711 k
3 6590 m
4 6455 e
5 6447 l
6 6360 f
7 6119 t
8 6035 n
9 5948 a
10 5870 d
11 5849 k
12 5757 s
13 5683 v
14 5647 u
15 5616 u
16 5604 o
17 5516 r
18 5494 p
19 5485 d
20 5469 a
21 5438 f
22 5396 c
23 5311 o
24 5264 m
25 5199 o
26 5190 h
27 5163 u
28 5128 j
29 5126 s
30 5095 w
31 5090 e
32 5068 i
33 5012 r
34 4979 w
35 4944 h
36 4935 e
37 4920 t
38 4821 z
39 4802 h
40 4768 i
41 4667 u
42 4596 l
43 4565 d
44 4557 z
45 4555 q
46 4542 c
47 4461 w
48 4402 a
49 4249 v
50 4205 b
51 4132 l
52 4082 t
53 4026 r
54 3720 s
55 3452 i
56 3123 p

Teste 158
1 7701 t
2 7091 x
3 6983 c
4 6938 l
5 6839 k
6 6783 v
7 6726 k
8 6675 v
9 6583 w
10 6574 o
11 6551 p
12 6544 h
13 6456 j
14 6397 d
15 6385 x
16 6231 q
17 6098 o
18 6067 r
19 6030 v
20 6011 l
21 5936 h
21 5936 o
23 5810 n
24 5786 w
25 5666 j
26 5571 n
27 5522 f
28 5521 z
29 5514 v
30 5513 o
31 5506 g
32 5447 r
33 5432 q
34 5305 j
35 5268 p
36 5230 w
37 5217 n
38 5178 h
39 5164 n
40 5118 c
41 5117 y
42 5095 e
43 5090 a
44 5082 z
45 5071 z
46 5065 z
47 5045 j
48 4970 q
49 4960 j
49 4960 s
51 4944 z
52 4937 t
53 4863 i
54 4855 v
55 4846 r
56 4842 e
57 4835 b
58 4799 h
59 4772 c
60 4747 w
61 4633 n
62 4631 l
63 4615 z
64 4549 t
65 4547 q
66 4492 k
67 4488 u
68 4443 o
69 4391 z
70 4359 n
71 4258 a
72 4256 v
73 4231 c
74 4210 v
75 4209 o
76 4197 n
77 4146 u
78 4123 i
79 4115 e
80 4072 s
81 3841 n
82 3758 h
83 3676 l
84 3674 s
85 3617 k
86 3588 d
87 3562 s
88 3528 g
89 3519 g
90 3262 v
91 3245 w
92 3241 i
93 3151 w
94 3091 j
95 3021 g
96 3015 s
97 2936 i
98 2772 b
99 2742 a

Teste 159
1 7208 b
2 6533 z
3 6169 q
4 6046 k
5 5973 u
6 5843 d
7 5804 l
8 5435 m
9 5308 y
10 5284 t
11 5225 o
12 5150 j
13 4673 l
14 4644 y
15 4429 b
16 4016 b
17 3662 w
18 3585 w
19 3339 p
20 3020 b

Teste 160
1 5844 f
2 5728 g
3 5341 t
4 5179 e
5 5149 o
6 4952 l
7 4937 n
8 4920 g
9 4265 d
10 4047 x
11 3740 r
12 3167 i

Teste 161
1 7172 e
2 7038 h
3 6932 z
4 6835 b
5 6768 n
6 6742 h
7 6738 z
8 6700 b
9 6559 m
10 6556 e
11 6510 b
12 6478 w
13 6316 t
14 6200 k
15 6096 n
16 6062 f
17 5988 e
18 5858 v
19 5825 d
20 5814 u
21 5793 h
22 5736 c
23 5705 i
24 5653 m
25 5635 g
26 5562 p
26 5562 r
28 5560 c
29 5534 e
30 5482 t
31 5479 x
32 5469 c
33 5405 k
34 5306 k
35 5266 p
36 5177 a
37 5167 f
38 5144 q
39 5088 d
40 5079 w
41 5034 m
42 5028 c
43 4991 t
44 4978 h
45 4953 f
46 4938 q
47 4923 y
48 4910 q
49 4798 c
50 4792 q
51 4706 f
52 4697 q
53 4673 d
54 4663 h
55 4656 z
56 4567 n
57 4548 d
58 4533 y
59 4495 a
60 4490 e
61 4484 u
62 4460 s
63 4457 o
64 4405 x
65 4356 h
66 4324 v
67 4280 h
68 4275 w
69 4274 c
70 4174 c
71 4145 r
72 4059 q
73 3997 u
74 3952 b
75 3886 i
76 3687 j
77 3519 b
78 3505 c
79 3434 l
80 3387 m
81 3177 x
82 2442 p

Teste 162
1 7355 n
2 6689 s
3 6375 v
4 6266 n
5 6234 y
6 6143 n
7 6075 f
8 6070 i
9 6015 t
10 6007 w
11 5928 i
12 5850 t
13 5511 o
14 5506 w
15 5399 y
16 5392 k
17 5331 g
18 5240 o
19 5189 d
20 5133 t
21 5117 z
22 5083 a
23 5019 s
24 5008 z
25 4971 b
26 4967 c
27 4932 n
28 4903 g
29 4834 t
30 4830 d
31 4705 s
32 4581 g
33 4573 s
34 4559 i
35 4537 k
36 4328 k
37 4285 c
38 4002 v
39 3718 l
40 3384 u
41 3367 p
42 3346 j
43 2527 q

Teste 163
1 6574 v
2 6364 v
3 6121 v
4 6120 u
5 6090 h
6 5936 u
7 5818 g
8 5562 g
9 5535 a
10 5198 r
11 5186 n
12 5152 h
13 5132 j
14 5085 k
15 5053 m
16 5022 y
17 4995 m
18 4830 y
19 4768 n
20 4494 i
21 4430 r
22 4288 k
23 3769 y
24 3406 j
25 1925 h

Teste 164
1 7157 u
2 6459 f
3 6414 j
4 6383 m
5 6038 g
6 5993 g
7 5803 t
8 5650 c
9 5606 b
10 5504 h
11 5476 d
12 5328 j
13 5240 n
14 5142 g
15 5009 p
16 5002 s
17 4953 x
18 4869 t
19 4813 m
20 4806 t
21 4800 z
22 4789 p
23 4660 r
24 4570 a
25 4499 m
26 4414 x
27 4361 j
28 4324 w
29 4160 z
30 4035 m
31 3994 o
32 3989 b
33 3896 e
34 3683 t
35 3481 m
36 3075 y
37 3066 y
38 2673 n

Teste 165
1 7266 o
2 6775 w
3 6732 t
4 6632 s
5 6454 d
5 6454 l
7 6425 j
8 6343 d
9 6305 k
10 6243 d
11 6212 i
12 5981 m
13 5945 c
14 5905 j
15 5870 r
16 5765 g
17 5671 z
18 5650 l
19 5630 c
20 5514 g
21 5498 q
22 5344 s
23 5305 g
24 5300 g
25 5267 w
26 5239 p
27 5207 v
28 5156 z
29 5137 h
30 5125 n
31 5069 s
32 5063 h
33 5030 j
34 5026 h
35 4995 d
36 4933 y
37 4932 u
38 4928 b
39 4817 p
40 4639 x
41 4618 q
42 4614 v
43 4610 k
44 4579 j
45 4429 q
46 4418 s
47 4365 w
48 4290 l
49 4111 f
50 4042 h
51 4007 y
52 3976 e
53 3834 o
54 3816 q
55 3470 r
56 3445 w
57 3355 o
58 3323 w
59 3282 u
60 3077 w
61 3020 y
62 2754 x

Teste 166
1 6496 b
2 6478 j
3 6450 q
4 6097 q
5 6037 u
6 5930 e
7 5793 s
8 5759 b
9 5753 v
10 5739 r
11 5680 i
12 5660 s
13 5647 j
14 5572 l
15 5517 f
16 5503 b
17 5400 j
18 5180 k
19 5137 m
20 5024 f
21 4744 h
22 4713 k
23 4648 a
24 4569 b
25 4513 a
26 4444 m
27 4391 g
28 4367 s
29 4247 k
30 3938 q
31 3909 r
32 3872 k
33 3844 r
34 3794 e
35 3770 d
36 3664 j
37 3583 e

Teste 167
1 7649 c
2 7557 z
3 7305 a
4 6655 y
5 6546 j
6 6538 d
7 6467 j
8 6297 z
9 6235 b
10 6157 a
11 6101 t
12 6086 f
13 6081 s
14 6041 u
15 5985 n
16 5935 d
16 5935 e
18 5895 t
19 5852 w
20 5768 n
21 5710 l
22 5588 q
23 5566 j
24 5487 u
25 5445 i
26 5423 d
27 5412 n
28 5385 s
29 5332 r
30 5319 c
31 5313 h
32 5306 o
33 5293 q
34 5292 j
35 5276 v
36 5266 a
37 5224 y
38 5220 h
39 5209 b
40 5207 j
41 5199 d
42 5163 c
42 5163 e
44 5161 q
45 5137 b
46 5128 j
47 5125 z
48 5117 v
49 5116 q
50 5103 s
51 5034 q
52 5009 s
53 4983 j
54 4866 h
55 4861 w
56 4808 x
57 4780 f
58 4763 o
59 4754 u
60 4749 r
61 4700 s
62 4686 n
63 4649 l
64 4632 r
65 4600 y
66 4576 v
67 4556 z
68 4487 f
69 4471 j
70 4416 z
71 4354 w
72 4322 h
73 4294 o
74 4278 z
75 4260 w
76 4216 c
77 4146 c
77 4146 u
79 4128 c
80 4017 h
81 3917 b
82 3903 p
83 3867 w
84 3808 o
85 3801 e
86 3744 w
87 3728 l
88 3718 n
89 3661 d
90 3657 n
91 3632 h
92 3585 g
93 3533 j
94 3426 q
95 3172 m
96 3112 q
97 3103 b
98 2946 s

Teste 168
1 7231 k
2 6988 n
3 6363 i
4 6018 s
5 5874 h
6 5758 c
7 5427 e
8 5393 k
9 5365 p
10 5328 a
11 5228 q
12 5162 l
13 5110 k
14 4913 b
15 4821 i
16 4788 v
17 4778 e
18 4745 c
19 4734 c
20 4700 r
21 4640 l
22 4587 p
23 4516 d
23 4516 k
25 4363 c
26 4207 t
27 4092 c
28 3979 f
29 3773 x
30 3728 w
31 3727 c
32 3647 f
33 3583 k
34 3535 s
35 2868 k
36 2336 d
37 2255 k

Teste 169
1 6140 z
2 6116 f
3 6046 z
4 5952 n
5 5709 o
6 5680 n
7 5676 m
8 5604 e
9 5538 t
10 5404 d
11 5372 g
12 5241 a
13 5086 n
14 5053 w
15 5027 u
16 4583 k
17 4412 g
18 4346 g
19 4302 e
20 4259 a
21 4062 i
22 3821 x
23 3810 b
24 3270 d
25 3165 o

Teste 170
1 6653 d
2 6365 y
3 6107 q
4 6035 l
5 5833 b
6 5776 s
7 5512 g
8 5433 x
9 4819 g
10 4634 a
11 4602 d
12 4554 h
13 4435 f
14 4367 q
15 3584 m
16 3469 u
17 3461 i
18 2151 o

Teste 171
1 4989 m
2 3855 c

Teste 172
1 7146 w
2 6067 i
3 5630 u
4 5625 q
5 5206 o
6 5129 i
7 5063 q
8 4997 p
9 4919 i
10 4252 z
11 2722 q

Teste 173
1 6865 r
2 6814 k
3 6807 j
4 6776 f
5 6746 o
6 6568 g
7 6394 k
8 6387 h
9 6385 k
10 6221 x
11 6149 y
12 6015 t
13 5964 d
14 5933 d
15 5927 z
16 5867 f
17 5857 r
18 5805 r
19 5754 g
20 5726 r
21 5696 k
22 5679 r
23 5652 f
24 5640 e
25 5611 m
26 5584 u
27 5543 m
28 5504 b
29 5502 l
30 5449 z
31 5446 f
32 5427 v
32 5427 w
34 5401 e
35 5398 z
36 5378 c
37 5358 l
38 5285 g
39 5259 x
40 5203 r
41 5190 s
42 5187 x
43 5137 y
44 5115 l
45 5114 e
46 5091 b
47 5039 d
48 5037 t
49 5000 m
50 4987 p
51 4960 e
52 4958 y
53 4945 g
54 4908 v
55 4853 p
56 4842 r
57 4832 d
58 4798 m
59 4767 a
60 4740 v
61 4710 y
62 4694 l
63 4682 n
64 4669 z
65 4651 p
66 4633 w
67 4625 g
68 4583 t
69 4541 u
70 4533 y
71 4532 f
72 4500 p
73 4410 k
74 4400 a
75 4368 s
76 4345 h
77 4309 z
78 4281 t
79 4267 d
80 4204 p
81 4199 c
82 4178 k
83 4128 n
84 4124 f
85 4090 t
86 4048 r
87 4023 d
88 3941 g
89 3912 d
90 3903 k
91 3896 k
92 3892 u
93 3860 h
94 3789 e
95 3682 b
96 3557 d
97 3537 s
98 3374 k
99 2199 m

Teste 174
1 7069 p
2 7063 s
3 6594 i
4 6508 p
5 6363 q
6 6295 s
7 6248 c
8 6243 m
9 6007 q
10 5975 d
11 5810 d
12 5791 l
13 5718 y
14 5679 l
15 5667 r
16 5665 g
17 5567 i
18 5484 u
19 5426 g
20 5293 u
21 5279 i
22 5273 c
23 5250 x
24 5244 e
25 5227 r
26 5179 m
27 5140 r
28 5035 m
29 5015 l
30 4990 q
31 4960 z
32 4919 c
33 4901 s
34 4813 o
35 4806 d
36 4804 j
37 4746 q
38 4695 k
39 4681 u
40 4673 r
41 4654 k
42 4643 k
43 4590 f
44 4551 y
45 4510 p
46 4499 m
47 4465 k
47 4465 x
49 4461 q
50 4444 o
51 4411 r
52 4364 e
53 4332 h
54 4325 l
55 4303 p
56 4256 y
57 4212 c
58 4180 b
59 4176 m
60 4101 l
61 4093 x
62 4043 k
63 3867 p
64 3862 b
65 3793 m
66 3774 h
67 3674 r
68 3492 z
69 3466 n
70 3275 p
71 2458 u

Teste 175
1 7299 l
2 6697 j
3 6633 s
4 6578 e
5 6482 b
6 6350 y
7 6257 q
8 6118 e
9 6084 q
10 5913 b
11 5897 d
12 5875 z
13 5832 d
14 5715 l
15 5676 m
16 5672 t
17 5628 s
18 5617 z
19 5567 g
20 5564 a
21 5500 f
22 5477 u
23 5471 t
24 5460 i
25 5430 f
26 5380 g
27 5181 c
27 5181 v
29 5172 i
30 5165 n
31 5054 d
32 4976 x
33 4972 k
34 4960 a
35 4953 h
36 4913 t
37 4908 q
38 4885 a
39 4777 a
40 4769 h
41 4767 y
42 4667 u
43 4662 h
44 4634 o
45 4537 i
46 4500 z
47 4483 j
48 4447 j
49 4415 j
50 4371 c
51 4358 d
52 4324 o
53 4318 i
54 4137 m
55 4080 r
56 4026 o
57 3985 v
58 3969 w
59 3952 o
60 3940 e
61 3918 o
62 3871 k
63 3706 q
64 3647 o
65 3623 m
66 3489 a
67 3346 v
68 2642 w

Teste 176
1 6968 h
2 6912 f
3 6902 f
4 6864 b
5 6787 a
6 6680 s
7 6611 y
8 6590 z
9 6362 w
10 6339 u
11 6144 x
12 6112 w
13 6051 g
14 5999 a
14 5999 q
16 5990 p
17 5957 i
18 5944 n
19 5928 f
20 5880 z
21 5876 o
22 5850 q
23 5792 v
24 5752 f
25 5693 s
26 5637 t
27 5627 f
28 5538 b
29 5513 r
30 5500 l
31 5468 a
32 5464 n
33 5453 w
34 5434 f
35 5397 c
36 5377 o
37 5283 x
38 5282 y
39 5279 e
40 5195 z
41 5158 w
42 5156 u
43 5096 q
44 5056 y
45 5045 o
46 5038 a
47 5031 i
48 5024 s
49 5018 h
