Teste 1
52 4550 w
53 4521 u
54 4441 l
55 4405 b
56 4366 j
57 4313 s
58 4229 f
59 4220 r
60 4154 d
61 4140 s
62 4079 h
63 3989 d
64 3852 j
65 3743 p
66 3736 w
67 3727 v
68 3627 t
69 3377 y
70 3279 s
71 3087 p
72 3070 m
73 2938 h
74 1861 a

Teste 147
1 6375 k
2 5621 j
3 5310 o
4 5222 o
5 3736 l
6 3627 o
7 3279 j
8 3070 o
9 1861 k

Teste 148
1 5621 k
2 5222 u
3 5058 l
4 4786 u
5 4370 k
6 3627 p
7 3568 t
8 3198 p
9 3070 t

Teste 149
1 4730 h
2 4682 c
3 4370 d
4 4184 d
5 3568 h
6 3070 c

Teste 150
1 7183 e
2 5380 b
3 4682 e
4 4447 b
5 4184 b
6 3070 b

Teste 151
1 6609 y
2 6412 f
3 6294 u
4 6262 e
5 6106 z
6 6097 u
7 6002 e
8 5678 s
9 5621 i
10 5528 z
11 5471 u
12 5454 e
13 5432 f
14 5412 z
15 5380 e
16 5326 n
17 5319 c
18 5300 e
19 5265 g
20 5258 f
21 5178 j
22 5136 z
23 5074 u
24 5058 f
25 5038 b
26 5025 o
27 4969 c
28 4910 i
29 4817 e
30 4771 c
31 4733 j
32 4712 b
33 4666 t
34 4647 k
35 4571 t
36 4550 k
37 4453 r
38 4447 y
39 4441 u
40 4417 i
41 4408 k
42 4366 u
43 4315 i
44 4229 r
45 4154 s
46 4094 c
47 4079 s
48 3905 n
49 3852 k
50 3828 g
51 3791 s
52 3070 o

Teste 152
1 7945 y
2 6412 t
3 6262 v
4 6097 d
5 6095 i
6 6055 d
6 6055 u
8 5891 t
9 5794 i
10 5678 z
11 5570 g
12 5528 g
13 5464 a
14 5454 i
15 5412 d
16 5326 u
17 5300 w
18 5258 a
19 5136 o
20 5111 n
21 5058 e
22 5035 t
23 5025 r
24 5013 s
25 5003 g
26 4910 l
27 4880 d
28 4771 s
29 4723 r
30 4712 y
31 4647 c
32 4630 g
33 4550 i
34 4545 u
35 4453 l
36 4447 n
37 4417 g
38 4407 e
39 4366 t
40 4359 c
41 4229 n
42 4200 w
43 4139 n
44 4094 u
45 4055 v
46 3934 n
47 3905 n
48 3828 g
49 3775 o
50 3748 z
51 3070 j
52 3037 j

Teste 153
1 6574 a
2 6445 p
3 6412 p
4 6207 r
5 6177 k
6 6097 b
7 6093 a
8 6061 l
9 6055 p
10 5963 k
11 5891 j
12 5877 n
13 5822 e
14 5794 z
15 5791 n
16 5695 w
17 5678 z
18 5624 v
19 5623 j
20 5549 k
21 5539 t
22 5531 e
23 5528 a
24 5512 g
25 5509 k
26 5505 q
27 5492 m
28 5467 y
29 5454 a
30 5326 w
31 5274 v
32 5258 z
33 5111 x
34 5035 h
35 5013 n
36 4947 s
37 4931 z
38 4910 s
39 4825 m
40 4771 k
41 4712 r
42 4630 q
43 4617 w
44 4602 e
45 4592 h
46 4545 z
47 4491 x
48 4482 z
49 4447 w
50 4407 e
51 4400 z
52 4359 w
53 4265 b
54 4229 p
55 4209 w
56 4200 d
57 4094 g
58 4089 d
59 4008 n
60 3934 k
61 3828 t
62 3748 y
63 3459 z
64 3053 f
65 3037 f
66 2836 w
67 2550 w

Teste 154
1 7019 z
2 6521 d
3 6510 b
4 6445 r
5 6207 c
6 6186 p
7 6144 d
8 6138 c
9 6097 r
10 6061 x
11 5963 z
12 5877 w
13 5804 p
14 5794 k
15 5757 f
16 5699 x
17 5695 r
18 5655 l
19 5624 i
20 5549 s
21 5531 p
22 5512 d
23 5505 p
24 5467 g
25 5326 p
26 5295 w
27 5258 d
28 5236 r
29 5164 c
30 5099 o
31 5074 o
32 5050 f
33 5035 d
34 4963 k
35 4947 m
36 4910 f
37 4895 p
38 4771 m
39 4740 t
40 4728 x
41 4720 m
42 4672 d
43 4667 p
44 4630 d
45 4602 c
46 4560 s
47 4545 t
48 4489 x
49 4482 d
50 4407 p
51 4380 r
52 4364 d
53 4359 o
54 4322 m
55 4229 x
56 4203 g
57 4200 x
58 4089 f
59 4037 d
60 3934 f
61 3886 f
62 3811 r
63 3748 o
64 3630 g
65 3484 i
66 3053 b
67 2836 g

Teste 155
1 7019 j
2 6826 r
3 6715 w
4 6604 j
5 6510 a
6 6497 y
7 6399 f
8 6262 y
9 6251 v
10 6207 k
11 6194 q
12 6188 x
13 6144 q
14 6097 x
15 6095 i
16 6003 d
17 5999 i
18 5990 c
19 5963 k
20 5812 g
21 5804 l
22 5757 s
23 5695 l
23 5695 x
25 5624 q
26 5606 p
27 5531 i
28 5505 x
29 5496 k
30 5434 c
31 5423 o
32 5326 s
33 5258 x
34 5214 q
35 5164 m
36 5163 o
37 5106 c
38 5074 o
39 5035 c
40 5020 x
41 4999 l
42 4998 c
43 4961 u
44 4947 y
45 4923 k
46 4919 l
47 4912 j
48 4895 j
49 4836 o
50 4770 i
51 4768 r
52 4740 f
53 4720 g
54 4667 c
55 4657 a
56 4602 c
57 4545 a
58 4525 v
59 4482 w
60 4453 c
61 4389 y
62 4380 b
63 4359 p
64 4262 b
65 4229 o
66 4200 c
66 4200 c
68 4066 x
69 4046 s
70 4037 o
71 3929 a
72 3886 c
73 3748 f
74 3684 s
75 3616 f
76 3501 m
77 3484 u
78 3475 d
79 3006 y
80 2836 c
81 2473 x

Teste 156
1 6826 m
2 6728 l
3 6604 s
4 6497 o
5 6262 j
6 6253 j
7 6207 s
8 6188 q
9 6131 g
10 6097 s
11 6067 p
12 6037 y
13 6015 g
14 6003 j
15 5990 b
16 5893 f
17 5812 v
18 5757 u
19 5737 i
20 5727 b
21 5695 d
22 5665 o
23 5606 t
24 5557 r
25 5549 g
26 5506 u
27 5505 f
28 5478 m
29 5434 w
30 5400 s
31 5396 j
32 5366 r
33 5326 g
34 5244 s
35 5237 m
36 5214 r
37 5163 l
38 5077 w
39 5074 b
40 5020 h
41 4998 j
42 4948 d
43 4947 p
44 4919 u
45 4895 l
46 4880 s
47 4817 l
48 4806 u
49 4782 q
50 4770 m
51 4754 u
52 4740 s
53 4737 v
54 4667 q
55 4602 i
56 4592 v
57 4525 r
58 4454 o
59 4453 u
60 4435 s
61 4380 y
62 4275 f
63 4262 f
64 4252 q
65 4200 m
66 4166 h
67 4066 v
68 4060 b
68 4060 e
70 4037 b
71 3886 r
72 3884 b
73 3810 y
74 3747 m
75 3684 g
76 3667 t
77 3503 r
78 3501 e
79 3475 g
80 3224 j
81 2836 o

Teste 157
1 7270 o
2 7122 l
3 7071 b
4 6975 t
5 6826 l
6 6792 j
7 6604 l
8 6562 h
9 6533 g
10 6515 j
11 6316 c
12 6262 w
13 6247 o
14 6207 m
15 6131 q
16 6092 v
17 6067 h
18 6053 z
19 6015 t
20 5990 x
21 5962 g
22 5812 f
23 5776 x
24 5737 m
25 5730 x
26 5695 f
27 5649 w
28 5606 k
29 5599 k
30 5563 q
31 5549 t
32 5505 s
33 5495 c
34 5434 d
35 5404 v
36 5396 s
37 5386 i
38 5376 j
39 5365 m
40 5344 t
41 5326 o
42 5275 f
43 5254 j
44 5237 w
45 5209 x
46 5191 o
47 5163 x
48 5146 d
49 5074 l
50 5037 x
51 5024 l
52 5004 t
53 4998 i
54 4966 a
55 4964 j
56 4947 a
57 4895 v
58 4880 w
59 4853 o
60 4835 x
61 4817 x
62 4782 j
63 4754 q
64 4751 c
65 4737 w
66 4686 j
67 4602 a
68 4568 t
69 4525 s
70 4514 w
71 4506 s
72 4453 x
73 4442 f
74 4412 a
75 4392 i
76 4380 j
77 4311 x
78 4262 o
79 4241 l
80 4200 c
81 4066 i
82 4060 b
83 4047 o
84 4010 l
85 3886 x
86 3810 o
87 3753 q
88 3684 z
89 3642 m
90 3582 s
91 3503 v
92 3475 l
93 3107 s
94 2836 x

Teste 158
1 7122 i
2 6975 f
3 6792 b
4 6775 n
5 6746 q
6 6562 h
7 6515 b
8 6462 t
9 6418 k
10 6269 s
11 6262 l
12 6207 a
13 6193 s
14 6169 g
15 6148 h
16 6092 h
17 6053 n
18 5990 i
19 5927 m
20 5862 g
21 5848 g
22 5825 z
23 5814 q
24 5812 v
25 5773 i
26 5737 g
27 5707 v
28 5701 n
29 5695 x
30 5645 u
31 5606 u
32 5602 u
33 5563 b
34 5505 m
35 5484 c
36 5457 a
37 5437 f
38 5434 s
39 5396 y
40 5376 h
41 5362 h
42 5344 o
43 5303 b
44 5275 x
45 5237 p
46 5191 m
47 5165 h
48 5147 i
49 5146 s
50 5113 i
51 5037 c
52 5035 r
53 5010 m
54 5007 p
55 5004 g
56 4966 y
57 4947 w
58 4944 v
59 4880 k
60 4835 v
61 4782 q
62 4769 r
63 4766 b
64 4751 p
65 4741 x
66 4686 r
67 4667 q
68 4665 e
69 4628 b
70 4568 r
71 4514 i
72 4453 s
73 4412 e
74 4403 w
75 4380 a
76 4262 q
77 4200 t
78 4166 l
79 4111 x
80 4060 v
81 4010 x
82 3979 v
83 3915 o
84 3810 g
85 3730 s
86 3709 y
87 3684 u
88 3582 n
89 3505 a
90 3475 z
91 3171 y
92 3155 x
93 2836 q
94 2536 p

Teste 159
1 6539 m
2 6311 r
3 6204 p
4 6042 r
5 5705 p
6 5434 f
7 5376 u
8 5344 n
9 5307 j
10 5275 r
11 5200 e
12 5198 p
13 5191 x
14 5147 v
15 5119 n
16 5113 w
17 5062 t
18 5035 m
19 5007 h
20 5005 u
21 4966 p
22 4944 f
23 4913 f
24 4905 v
25 4903 w
26 4875 c
27 4857 q
28 4835 r
29 4782 k
30 4769 e
31 4751 q
32 4734 t
33 4686 j
33 4686 p
35 4665 w
36 4660 h
37 4593 w
38 4568 k
39 4510 f
40 4453 q
41 4403 p
42 4262 c
43 4166 x
44 4118 w
45 4060 t
46 3979 w
47 3810 p
48 3709 f
49 3694 p
50 3623 x
51 3619 x
52 3582 p
53 3475 t
54 3328 q
55 3182 x
56 3155 x
57 2536 p

Teste 160
1 6311 b
2 6239 o
3 6042 i
4 5829 c
5 5678 c
6 5488 y
7 5434 w
8 5344 w
9 5306 w
10 5275 c
11 5198 n
12 5168 y
13 5147 y
14 5113 d
15 5103 b
16 5043 b
17 5035 c
18 5027 t
19 5005 b
20 4944 l
21 4925 a
22 4905 t
23 4903 l
24 4875 y
25 4835 u
26 4797 y
27 4769 l
28 4761 f
29 4734 b
30 4688 d
31 4686 u
32 4666 h
33 4660 h
34 4628 v
35 4568 t
36 4501 t
37 4453 t
38 4440 b
39 4374 l
40 4277 u
41 4262 k
42 4170 k
43 4137 u
44 4118 j
45 3979 o
46 3972 i
47 3957 w
48 3943 j
49 3899 b
50 3709 b
51 3678 x
52 3623 y
53 3601 n
54 3582 v
55 3328 a
56 3311 t
57 3155 x

Teste 161
1 5827 y
2 5751 m
3 5504 m
4 5435 e
5 5216 w
6 4820 e
7 4734 d
8 4686 y
9 4660 y
10 4568 o
11 4453 m
12 4374 e
13 4262 w
14 4205 p
15 4137 p
16 4039 o
17 3989 s
18 3979 s
19 3968 j
20 3957 j
21 3913 i
22 3899 e
23 3832 k
24 3750 y
25 3678 m
26 3601 k
27 3588 k
28 3328 k
29 3155 i

Teste 162
1 6269 d
2 6103 l
3 6102 o
4 5894 p
5 5751 p
6 5435 a
7 5057 u
8 4983 t
9 4820 z
10 4686 o
11 4638 z
12 4607 t
13 4568 t
14 4537 t
15 4473 r
16 4414 o
17 4374 z
18 4205 t
19 4180 i
20 4039 e
21 4026 e
22 3979 l
23 3957 u
24 3899 i
25 3841 a
26 3750 o
27 3601 r
28 3328 t
29 3319 z

Teste 163
1 7269 w
2 7216 g
3 7165 u
4 7029 q
5 6975 z
6 6778 w
7 6775 q
8 6624 r
9 6622 c
10 6562 h
11 6462 d
12 6416 x
13 6311 g
14 6307 p
15 6269 r
15 6269 s
17 6207 p
18 6169 u
19 6102 d
20 6093 j
21 6092 x
22 6042 i
23 6036 b
24 5990 n
25 5862 j
26 5825 o
27 5812 h
28 5790 h
29 5751 u
30 5737 r
31 5701 l
32 5686 n
33 5678 l
34 5675 y
35 5645 h
36 5644 r
37 5615 z
38 5602 p
39 5552 u
40 5544 z
41 5505 w
42 5457 t
43 5454 p
44 5448 n
45 5434 s
46 5306 u
47 5278 q
48 5198 z
49 5147 y
50 5143 n
51 5103 x
52 5057 j
53 5053 o
54 5045 q
55 5035 w
56 5005 n
57 4938 f
58 4925 f
59 4903 j
60 4866 l
61 4835 n
62 4820 b
63 4782 i
64 4769 b
65 4760 d
65 4760 t
67 4698 d
68 4677 b
69 4671 h
70 4640 v
71 4638 v
72 4612 j
73 4598 w
74 4577 j
75 4568 v
76 4567 n
77 4556 s
78 4519 c
79 4484 u
80 4474 q
81 4473 l
82 4374 d
83 4357 r
84 4252 s
85 4241 w
86 4180 o
87 4126 d
88 4117 z
89 4044 x
90 4026 q
91 3957 r
92 3936 v
93 3841 n
94 3610 l
95 3601 z
96 3442 l
97 3435 h
98 3323 e
99 3319 e
100 3110 o

Teste 164
1 7216 a
2 7029 a
3 6915 d
4 6894 x
5 6778 l
6 6624 s
7 6616 p
8 6562 h
9 6420 p
10 6416 v
11 6383 v
12 6307 f
13 6269 g
14 6169 c
15 6093 d
16 6042 k
17 6025 d
18 5990 m
19 5952 h
20 5951 e
21 5943 f
22 5904 s
23 5902 t
24 5825 s
25 5792 a
26 5790 p
27 5737 u
28 5686 d
29 5675 t
30 5644 n
31 5602 s
32 5589 c
33 5554 w
34 5544 p
35 5528 u
36 5484 t
37 5482 n
38 5457 d
39 5449 u
40 5448 h
41 5419 o
42 5342 d
43 5306 k
44 5274 b
45 5249 s
46 5208 k
47 5198 w
48 5158 s
49 5143 s
50 5133 b
51 5057 u
52 5045 j
53 5041 m
54 5019 t
55 5005 c
56 4925 i
57 4877 s
58 4866 t
59 4823 m
60 4820 e
61 4769 b
62 4760 i
63 4716 i
64 4700 p
65 4681 a
66 4677 m
67 4663 k
68 4640 o
69 4612 h
70 4577 x
71 4567 t
72 4519 s
73 4474 a
74 4436 i
75 4434 h
76 4427 b
77 4374 c
78 4352 d
79 4295 s
80 4252 n
81 4228 c
82 4180 t
83 4178 j
84 4117 d
85 4093 l
86 4091 k
87 4068 n
88 4026 p
89 3985 a
90 3936 b
91 3840 h
92 3705 t
93 3610 b
94 3510 g
95 3447 s
96 3442 s
97 3323 u
98 3112 c
99 3110 k
100 2996 u

Teste 165
1 5384 h
2 5227 i
3 5175 n
4 4848 s
5 4834 m
6 4759 l
7 4634 l
8 4519 l
9 4440 f
10 4436 n
11 4427 l
12 4352 l
13 4310 l
14 4252 t
15 4206 o
16 4180 u
17 4161 l
18 4117 m
19 4091 h
20 4073 u
21 4056 i
22 4026 w
23 4007 t
24 3936 l
25 3705 i
26 3510 i
27 3442 f
28 3112 s
29 2996 o
30 2834 w

Teste 166
1 6570 b
2 6561 v
3 6395 p
4 6162 s
5 5837 a
6 5334 n
7 5327 v
8 5227 f
9 5182 s
10 5077 d
11 4848 s
12 4759 u
13 4698 f
14 4519 d
15 4436 k
16 4352 b
17 4252 v
18 4180 n
19 4117 r
20 4073 z
21 4026 p
22 3936 s
23 3856 k
24 3723 u
25 3510 a
26 3400 r
27 3357 z
28 3112 v
29 3073 e
30 2834 e

Teste 167
1 7005 t
2 5033 o
3 5026 j
4 4469 w
5 4353 b
6 3936 w
7 3723 t
8 3400 b
9 3112 j
10 2834 o

Teste 168
1 5033 i
2 4855 i
3 4669 v
4 4469 o
5 4450 u
6 4417 v
7 4404 o
8 3936 v
9 3400 v
10 2834 u

Teste 169
1 6561 z
2 6297 f
3 6198 f
4 6178 c
5 6169 o
6 6162 r
7 6090 f
8 6057 j
9 6042 x
10 5990 q
11 5977 s
12 5959 q
13 5951 z
14 5940 i
15 5910 k
16 5904 d
17 5837 f
18 5828 z
19 5825 f
20 5790 x
21 5740 h
22 5726 l
23 5698 q
24 5686 k
25 5644 p
26 5609 r
27 5589 i
28 5544 f
29 5512 d
30 5484 g
31 5457 p
32 5448 z
33 5434 t
34 5386 x
35 5342 c
36 5334 n
37 5314 b
38 5274 x
39 5227 f
39 5227 g
41 5208 v
42 5200 i
43 5165 z
44 5158 x
45 5147 g
46 5135 g
47 5133 h
48 5109 m
49 5077 s
50 5045 m
51 5036 n
52 5019 b
53 4925 t
54 4897 d
55 4866 y
56 4855 l
57 4848 y
58 4820 g
59 4760 a
60 4759 g
61 4700 d
62 4677 q
63 4641 v
64 4640 t
65 4607 a
66 4577 g
67 4519 z
68 4469 j
69 4441 z
70 4417 h
71 4352 f
72 4331 z
73 4271 p
74 4182 x
75 4180 g
76 4176 p
77 4101 g
78 4089 x
79 4076 g
80 4073 i
81 3936 g
82 3928 h
83 3839 t
84 3758 i
85 3633 x
86 2834 i
87 2477 g

Teste 170
1 7317 r
2 6583 p
3 6306 s
4 6297 c
5 6280 i
6 6178 f
7 6162 t
8 6057 w
9 6032 v
10 5990 q
10 5990 w
12 5959 e
13 5940 l
14 5904 k
15 5900 o
16 5841 k
17 5828 u
18 5801 w
19 5795 l
20 5790 f
21 5768 h
22 5726 r
23 5686 k
24 5650 i
25 5638 c
26 5611 c
27 5609 m
28 5559 c
29 5544 z
30 5507 t
31 5484 k
32 5448 e
33 5395 x
34 5386 o
35 5334 c
36 5308 u
37 5274 t
38 5227 h
39 5200 c
40 5192 k
41 5158 v
42 5135 m
43 5121 k
44 5109 v
45 5045 m
46 5044 h
47 5019 u
48 5012 f
49 4917 l
50 4897 h
51 4879 e
52 4855 l
53 4822 j
54 4821 v
55 4820 e
56 4759 m
57 4750 w
58 4737 z
59 4710 x
60 4677 z
61 4671 u
62 4642 m
63 4640 i
64 4638 t
65 4577 x
66 4538 z
67 4469 p
68 4417 s
69 4366 o
70 4331 q
71 4258 e
71 4258 t
73 4236 m
74 4212 s
75 4182 v
76 4176 i
77 4089 x
78 4073 s
79 4006 f
80 3992 v
81 3928 s
82 3856 e
83 3826 m
84 3773 m
85 3758 j
86 3250 s
87 2834 t

Teste 171
1 6992 s
2 6798 j
3 6218 s
4 6176 o
5 5990 j
6 5940 c
7 5900 s
8 5828 o
9 5795 h
10 5768 l
11 5739 c
12 5686 u
13 5671 u
14 5666 o
15 5649 l
16 5638 v
17 5609 h
18 5567 a
19 5544 q
20 5484 n
21 5395 o
21 5395 s
23 5334 c
24 5309 k
25 5274 x
26 5265 y
27 5200 a
28 5161 g
29 5158 e
30 5121 l
31 5047 k
32 5045 o
33 5030 h
34 5019 u
35 4928 l
36 4917 x
37 4879 q
38 4822 s
39 4820 y
40 4783 n
41 4759 c
42 4750 g
43 4710 l
44 4706 u
45 4671 u
46 4640 t
47 4622 g
48 4577 d
49 4556 v
50 4550 t
51 4469 k
52 4411 y
53 4380 o
54 4376 x
55 4366 y
56 4314 d
57 4282 h
58 4258 g
59 4236 o
60 4233 l
61 4219 o
62 4201 u
63 4182 d
64 4140 u
65 4089 u
66 4066 d
67 4017 q
68 4006 m
69 3928 t
70 3826 s
71 3758 g
72 3730 g
73 3728 m
74 3401 q
75 3339 x
76 3163 e
77 2940 t
78 2834 k

Teste 172
1 6989 i
2 6798 h
3 6515 g
4 6208 n
5 6176 v
6 6067 p
7 6052 x
8 5956 v
9 5940 a
10 5828 y
11 5816 m
12 5768 i
13 5763 y
14 5755 h
15 5696 g
16 5686 v
17 5666 x
18 5638 r
19 5600 c
20 5567 f
21 5545 x
22 5515 r
23 5484 l
24 5480 q
25 5431 l
26 5404 d
27 5395 g
28 5338 m
29 5309 g
30 5290 v
31 5265 c
32 5164 u
33 5161 n
34 5136 b
35 5126 a
36 5121 e
37 5099 m
38 5066 a
39 5045 i
40 5019 m
41 4992 a
42 4917 x
43 4863 e
44 4822 r
45 4800 s
46 4783 p
47 4750 a
48 4744 i
49 4706 u
50 4686 n
51 4640 a
52 4603 v
53 4594 g
54 4577 v
55 4550 g
56 4422 a
57 4411 u
58 4376 n
59 4314 b
60 4307 g
61 4300 f
62 4258 h
63 4233 m
64 4201 q
65 4142 a
66 4140 d
67 4066 p
68 4006 x
69 3983 x
70 3826 a
71 3768 r
72 3737 u
73 3730 m
74 3529 h
75 3401 s
76 3303 p
77 3163 a
78 2834 g

Teste 173
1 6400 m
2 6188 z
3 5811 x
4 5752 n
5 4836 m
6 4760 p
7 4428 q
8 4376 z
9 4307 x
10 4258 q
11 4201 m
12 4190 z
13 4140 l
14 4006 z
15 3866 h
16 3826 c
17 3737 n
18 3579 l
19 3529 p
20 3303 m
21 3207 c
22 2834 h

Teste 174
1 6188 z
2 5752 u
3 5637 f
4 5558 u
5 5242 q
6 5147 o
7 4760 y
8 4618 y
9 4475 f
10 4376 q
11 4370 q
12 4258 f
13 4190 o
14 4006 n
15 3958 p
16 3826 o
17 3579 p
18 3433 z
19 3406 n
20 3310 o
21 3303 q
22 2834 f

Teste 175
1 6902 h
2 6583 d
3 6447 j
4 6423 d
5 5817 r
6 5752 d
7 5725 t
8 5558 k
9 5147 q
10 4744 j
11 4686 w
12 4618 a
13 4603 w
14 4596 c
15 4577 r
16 4534 o
17 4519 w
18 4483 h
19 4422 h
20 4376 p
21 4360 p
22 4357 k
23 4258 j
24 4163 w
25 4137 q
26 4006 t
27 3826 d
28 3433 o
29 3344 a
30 3310 c
31 2834 h

Teste 176
1 6758 f
2 6583 k
3 6423 s
4 5907 l
5 5821 e
6 5778 d
7 5752 a
8 5577 a
9 5558 j
10 5350 b
11 5314 k
12 5147 t
13 4790 r
14 4744 f
15 4716 t
16 4618 r
17 4612 a
18 4599 o
19 4596 t
20 4534 l
21 4483 z
22 4430 s
23 4376 a
24 4357 b
25 4163 e
26 4137 z
27 4006 d
28 3657 j
29 3433 o
30 3310 t
31 3035 j

Teste 177
1 7317 o
2 6798 j
3 6758 k
4 6521 m
5 6423 m
6 6416 w
7 6364 q
8 6323 n
9 6307 q
10 6306 t
11 6280 s
12 6263 c
13 6208 b
14 6162 s
15 6067 y
16 6032 p
17 5956 x
18 5941 e
19 5910 g
20 5828 u
21 5821 p
22 5768 j
23 5755 r
24 5752 n
25 5718 s
26 5708 i
27 5686 c
28 5638 b
29 5619 s
30 5567 i
31 5566 m
32 5558 p
33 5515 r
34 5491 u
35 5487 q
36 5480 g
37 5404 s
38 5401 b
39 5350 r
40 5338 m
41 5314 e
42 5313 k
43 5290 a
44 5279 e
45 5209 p
46 5192 m
47 5164 m
48 5136 l
49 5121 m
50 5117 g
51 5066 q
52 5032 q
53 5019 j
54 5000 o
55 4989 j
56 4917 n
57 4880 j
58 4822 e
59 4820 y
60 4790 u
61 4783 q
62 4726 m
63 4718 s
64 4716 x
65 4666 p
66 4627 x
67 4612 d
68 4608 t
69 4596 u
70 4593 j
71 4528 l
72 4483 m
73 4447 r
74 4416 s
75 4390 u
76 4376 j
77 4243 e
78 4190 p
79 4163 g
80 4069 m
81 4057 b
82 4035 u
83 4006 e
84 3980 d
85 3965 n
86 3700 a
87 3606 g
88 3481 x
89 3433 s
90 3090 j
91 3035 g

Teste 178
1 6798 e
2 6681 q
3 6602 j
4 6521 m
5 6416 u
6 6366 r
7 6323 q
8 6306 f
9 6263 p
10 6192 w
11 6173 a
12 6162 a
13 6143 i
14 6116 t
15 6048 m
16 6032 q
17 6018 e
18 5963 c
19 5947 n
20 5941 a
21 5912 p
22 5828 l
22 5828 t
24 5768 l
25 5754 e
26 5752 c
27 5740 u
28 5708 a
29 5638 e
30 5603 i
31 5596 t
32 5567 t
33 5558 i
34 5557 t
35 5500 c
36 5491 d
37 5480 a
38 5413 a
39 5401 x
40 5355 p
41 5338 i
42 5328 d
43 5313 n
44 5296 p
45 5279 h
45 5279 l
47 5230 f
48 5192 f
49 5136 n
50 5117 p
51 5039 o
52 5032 h
53 5000 e
54 4993 s
55 4951 n
56 4917 h
57 4914 q
58 4822 i
59 4816 e
60 4790 e
61 4730 e
62 4726 h
63 4716 t
64 4644 h
65 4640 u
66 4627 u
67 4608 o
68 4593 q
69 4483 j
70 4445 x
71 4416 s
72 4376 p
73 4311 a
74 4190 q
75 4189 h
76 4172 a
77 4069 r
78 4035 i
79 3980 c
80 3936 h
81 3918 l
82 3915 q
83 3796 q
84 3700 h
85 3505 m
86 3481 m
87 3454 i
88 3322 f
89 3294 h
90 3090 h
91 2809 i

Teste 179
1 6622 i
2 6561 j
3 6475 j
4 6323 x
5 6263 y
6 6215 l
7 6173 i
8 6143 p
9 6048 i
10 6018 o
11 5947 c
12 5918 o
13 5912 f
14 5830 f
15 5828 w
16 5754 o
17 5740 j
18 5638 f
19 5596 l
20 5558 u
21 5500 k
22 5487 i
23 5480 h
24 5461 o
25 5401 e
26 5360 q
27 5356 j
28 5338 y
29 5313 c
30 5279 w
31 5266 i
32 5263 y
33 5260 y
34 5230 j
35 5217 p
36 5210 k
37 5136 o
38 5094 f
39 5044 h
40 5039 o
41 5014 y
42 5000 i
43 4951 v
44 4914 f
45 4903 i
46 4894 i
47 4816 z
48 4802 w
49 4755 b
50 4748 z
51 4730 i
52 4716 g
53 4682 c
54 4640 b
55 4608 i
56 4568 i
57 4518 a
58 4502 u
59 4488 p
60 4483 i
61 4434 i
62 4426 o
63 4416 x
64 4358 f
65 4311 p
66 4281 g
67 4267 x
68 4263 u
69 4189 r
70 4069 u
71 4067 e
72 3980 y
73 3953 c
74 3918 a
75 3910 y
76 3796 y
77 3731 z
78 3505 i
79 3495 o
80 3483 w
81 3454 z
82 3294 j
83 3216 v
84 3112 r
85 2809 q

Teste 180
1 6594 u
2 6561 z
3 6404 r
4 6360 u
5 6341 p
6 6323 e
7 6295 h
8 6215 m
9 6143 d
10 6095 e
11 6050 u
12 6018 i
13 5996 j
14 5963 m
15 5918 q
16 5883 m
17 5838 k
18 5830 h
19 5763 x
20 5754 u
21 5721 h
22 5649 e
23 5638 u
24 5629 v
25 5615 k
26 5583 v
27 5558 p
28 5487 k
29 5461 r
30 5368 s
31 5360 a
32 5338 y
33 5323 g
34 5321 m
35 5279 k
36 5263 k
37 5230 q
38 5210 j
39 5166 j
40 5131 q
41 5094 j
42 5070 y
43 5039 p
44 5000 d
45 4994 z
46 4914 g
47 4894 t
48 4872 o
49 4802 j
50 4748 z
51 4716 q
52 4652 l
53 4640 m
54 4593 z
55 4568 v
56 4554 j
57 4546 q
58 4502 o
59 4490 q
60 4483 k
61 4466 a
62 4426 l
63 4383 t
64 4374 d
65 4358 y
66 4286 z
67 4281 h
68 4263 s
69 4169 d
70 4150 i
71 4130 p
72 4069 e
73 4050 p
74 3997 k
75 3980 i
76 3922 b
77 3918 p
78 3857 k
79 3819 i
80 3796 z
81 3505 m
82 3483 b
83 3294 u
84 3112 v
85 2260 y

Teste 181
1 6903 u
2 6567 e
3 6457 x
4 6005 f
5 5512 b
6 5394 o
7 5359 x
8 5230 s
9 5209 r
10 5193 d
11 5166 w
12 5145 u
13 5110 w
14 5094 u
15 5039 d
16 5004 j
17 4994 b
18 4943 w
19 4928 d
20 4894 j
21 4802 s
22 4787 d
23 4716 u
24 4640 f
25 4584 f
26 4568 w
27 4546 w
28 4532 s
29 4490 x
30 4466 d
31 4383 x
32 4367 u
33 4358 d
34 4292 s
35 4281 l
36 4261 d
37 4202 l
38 4169 f
39 4130 o
40 4050 e
41 3980 d
42 3918 r
43 3886 d
44 3819 f
45 3553 f
46 3505 d
47 3345 f
48 3294 f
49 2844 w
50 2260 u

Teste 182
1 6567 h
2 6301 h
3 6005 w
4 5848 c
5 5805 i
6 5661 o
7 5595 k
8 5536 x
9 5482 z
10 5463 v
11 5394 o
12 5230 k
13 5204 l
14 5193 o
15 5150 z
16 5145 v
17 5094 b
18 5004 r
19 4943 a
20 4894 x
21 4827 o
22 4788 b
23 4787 z
24 4777 u
25 4764 o
26 4684 a
27 4656 k
28 4640 h
29 4613 y
30 4583 d
31 4568 k
32 4532 v
